WHITMORE ET AL. 2005 - MODERN POLLEN DATABASE FOR NORTH AMERICA AND GREENLAND,,,,,,,,,,,,,,,,,
"For details about this database, read this metadata sheet, also see the following publications:",,,,,,,,,,,,,,,,,
"When using this database, please cite the following references:",,,,,,,,,,,,,,,,,
,"Whitmore, J., K. Gajewski, M. Sawada, J.W. Williams, B. Shuman, P.J. Bartlein, T. Minckley, A.E. Viau, T. Webb III, S. Shafer, P. Anderson, L. Brubaker. (2005). Modern Pollen Data from North American and Greenland for Multi-scale Paleoenvironmental Applications. Quaternary Science Reviews 24: 1828-1848.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,"Williams, J. W., B. Shuman, P. J. Bartlein, J. Whitmore, K. Gajewski, M. Sawada, T. Minckley, S. Shafer, A. E. Viau, T. Webb, III, P. M. Anderson, L. B. Brubaker, C. Whitlock, and O. K. Davis. (2006). An Atlas of Pollen-Vegetation-Climate Relationships for the United States and Canada. American Association of Stratigraphic Palynologists Foundation, Dallas, TX.
.",,,,,,,,Fedorova et al(1994) Vegetation type,,,,,,,,
,,,,,,,,,,,,,,,,,
Questions or comments should be directed to:,,,,,,,,,,,,,,,,,
"1) J Whitmore, Pembina Institute, 164 Wellington Street, Gatineau, Quebec J8X 2J4, email: johannew@pembina.org",,,,,,,,,,,,,,,,,
"2) Dr. K Gajewski, Laboratory for Paleoclimatology and Climatology, University of Ottawa, 60 University St, Ottawa, ON, K1N 7P5, Canada. Tel: 613.562.5800 ext.1057, email: gajewski@aix1.uottawa.ca",,,,,,,,,,,,,,,,,
"3) Dr. Jack Williams, Department of Geography, University of Wisconsin, 550 North Park St, Madison, WI 53706 , USA. Tel: 608-265-5537, email: jww@geography.wisc.edu.",,,,,,,,,,,,,,,,,
"4) For Climate and Bioclimate data: Dr. Patrick Bartlein, Department of Geography, University of Oregon, Eugene, OR 97403-1251, USA. Tel: 541.346.4967, email: bartlein@uoregon.edu",,,,,,,,,,,,,,,,,
"5) For AVHRR data: Dr. Jack Williams, Department of Geography, University of Wisconsin, 550 North Park St, Madison, WI 53706 , USA. Tel: 608-265-5537, email: jww@geography.wisc.edu.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
LEGENDS AND METADATA,,,,,,,,,,,,,,,,,
